Education,Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Deals_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Age,Seniority,Total_Children,km_model,hac_model,Tot_Amt_Products,Total_Promotions
Postgraduate,Couple,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,29,495,1,3,3,21,0
Undergraduate,Alone,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,33,671,1,3,3,31,0
Graduate,Couple,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,24,545,0,3,3,67,0
Graduate,Alone,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,62,402,1,1,0,708,0
Undergraduate,Couple,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,43,648,2,2,1,25,0
Postgraduate,Couple,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,31,487,0,1,0,746,1
Postgraduate,Alone,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,57,645,2,2,1,32,0
Postgraduate,Alone,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,63,116,2,1,0,1695,0
Graduate,Couple,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,38,667,1,0,2,1080,0
Postgraduate,Couple,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,91,2,2,1,72,0
Graduate,Alone,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,25,221,1,3,3,57,0
Postgraduate,Couple,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,41,100,1,0,2,660,0
Undergraduate,Couple,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,41,635,1,3,3,103,0
Postgraduate,Couple,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,30,279,1,3,3,153,0
Postgraduate,Couple,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,58,647,1,0,2,1220,1
Graduate,Couple,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,49,682,1,0,2,279,0
Graduate,Couple,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,36,178,1,1,0,745,0
Postgraduate,Couple,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,41,120,1,2,1,264,0
Graduate,Couple,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,28,12,0,1,0,2157,4
Postgraduate,Couple,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,55,305,1,1,0,1526,3
Graduate,Couple,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,36,446,1,3,3,69,0
Graduate,Couple,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,48,596,0,1,0,1597,1
Undergraduate,Alone,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,22,31,1,3,3,64,0
Graduate,Couple,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,30,593,1,0,2,497,0
Graduate,Alone,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,58,405,1,1,2,1067,0
Graduate,Couple,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,37,52,2,2,1,31,0
Graduate,Couple,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,40,297,2,0,2,211,0
Postgraduate,Couple,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,38,581,1,0,2,877,1
Graduate,Couple,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,35,532,1,3,3,11,0
Postgraduate,Couple,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,31,424,0,1,0,2034,3
Graduate,Alone,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,23,197,0,1,0,1991,3
Postgraduate,Alone,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,52,88,0,1,0,1686,1
Postgraduate,Alone,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,32,152,1,0,2,324,0
Postgraduate,Alone,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,35,72,1,3,3,69,0
Graduate,Couple,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,608,2,2,1,252,0
Undergraduate,Alone,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,49,538,1,3,3,54,0
Postgraduate,Couple,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,53,478,2,0,2,964,0
Graduate,Couple,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,63,497,1,1,0,1327,0
Postgraduate,Couple,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,50,98,2,2,1,68,0
Graduate,Couple,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,548,0,3,3,60,0
Graduate,Alone,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,59,428,2,2,1,55,1
Graduate,Couple,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,48,109,0,1,0,1456,1
Undergraduate,Alone,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,56,419,1,1,0,563,0
Graduate,Alone,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,60,496,1,0,2,1504,0
Graduate,Alone,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,66,2,0,1,564,0
Graduate,Couple,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,51,215,0,1,0,1125,1
Graduate,Couple,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,55,36,1,0,1,358,1
Postgraduate,Couple,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,43,200,1,2,3,42,0
Graduate,Couple,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,50,66,1,2,1,184,1
Graduate,Couple,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,31,437,1,0,2,460,0
Postgraduate,Alone,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,69,32,0,3,1,145,0
Graduate,Couple,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,67,529,0,1,0,1376,0
Postgraduate,Alone,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,45,525,1,0,2,792,0
Graduate,Couple,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,62,611,0,1,0,1382,0
Undergraduate,Couple,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,67,586,0,3,3,28,0
Postgraduate,Couple,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,274,0,1,0,1033,0
Graduate,Alone,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,45,396,1,1,0,882,0
Postgraduate,Couple,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,65,483,0,1,0,2231,3
Postgraduate,Couple,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,53,621,1,0,2,1101,1
Graduate,Couple,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,655,1,0,2,369,0
Undergraduate,Alone,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,34,122,1,3,3,48,0
Postgraduate,Alone,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,65,502,1,0,2,467,1
Graduate,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,551,2,2,1,44,0
Undergraduate,Alone,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,35,469,2,3,3,38,0
Graduate,Couple,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46,235,2,2,1,81,0
Postgraduate,Alone,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,43,329,1,3,3,167,0
Postgraduate,Couple,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,59,50,2,2,1,45,0
Graduate,Couple,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,42,399,1,1,2,664,0
Undergraduate,Couple,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,50,292,1,1,0,622,0
Undergraduate,Alone,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,35,476,1,3,3,48,0
Graduate,Couple,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,39,249,1,1,0,461,0
Graduate,Couple,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,37,313,1,1,0,1073,0
Undergraduate,Couple,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,28,295,1,3,3,55,0
Graduate,Couple,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,58,460,1,0,0,976,0
Postgraduate,Alone,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,34,13,1,2,3,20,0
Graduate,Couple,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,417,0,1,0,1149,0
Undergraduate,Couple,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,14,0,3,3,43,0
Postgraduate,Couple,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,39,252,1,0,2,224,1
Postgraduate,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,649,1,3,3,101,0
Postgraduate,Couple,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,437,0,0,1,209,0
Graduate,Alone,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,632,0,1,0,968,0
Postgraduate,Couple,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,62,386,0,1,0,1165,0
Graduate,Couple,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,47,103,1,2,3,24,0
Graduate,Couple,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,608,2,2,1,252,0
Graduate,Alone,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,669,1,3,2,165,0
Postgraduate,Couple,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,37,624,0,3,3,269,0
Postgraduate,Couple,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,41,327,1,2,3,102,0
Undergraduate,Couple,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,30,332,0,1,0,461,0
Undergraduate,Alone,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,35,559,1,3,3,47,0
Postgraduate,Alone,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,38,132,2,2,3,144,0
Graduate,Couple,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,46,623,0,1,0,1338,0
Graduate,Couple,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,55,213,1,0,0,917,0
Graduate,Couple,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,544,2,0,1,318,0
Graduate,Alone,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,47,603,2,0,2,253,0
Graduate,Couple,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,41,646,1,0,2,502,0
Graduate,Couple,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,31,202,1,3,3,119,0
Undergraduate,Couple,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,35,670,2,0,2,1250,0
Graduate,Couple,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,239,1,1,0,969,0
Graduate,Couple,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,328,2,2,1,76,0
Postgraduate,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,78,2,2,1,62,0
Undergraduate,Couple,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,52,318,0,1,0,1382,1
Graduate,Alone,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,38,142,1,3,3,84,0
Graduate,Couple,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,62,351,2,0,1,255,1
Postgraduate,Couple,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,380,2,2,1,43,0
Graduate,Alone,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,59,269,1,1,0,398,0
Postgraduate,Alone,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,37,74,1,2,3,76,0
Graduate,Couple,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,50,23,2,0,0,902,1
Undergraduate,Couple,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,33,58,1,1,0,823,0
Graduate,Couple,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,38,2,1,1,0,1179,0
Graduate,Couple,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,40,623,1,1,0,1921,1
Postgraduate,Couple,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,63,427,2,2,1,185,0
Graduate,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,466,2,0,2,433,0
Graduate,Couple,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,63,170,2,2,1,34,1
Graduate,Couple,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,56,386,1,0,2,907,0
Postgraduate,Alone,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,48,204,2,0,1,416,0
Graduate,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,390,2,2,1,44,0
Graduate,Couple,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,58,62,0,1,0,1588,0
Postgraduate,Alone,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,40,601,0,1,0,1797,1
Graduate,Couple,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,633,2,2,1,40,0
Postgraduate,Alone,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,51,590,1,0,2,1143,0
Postgraduate,Couple,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,45,1,0,1,0,914,1
Graduate,Couple,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,22,525,0,1,0,1502,1
Graduate,Alone,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,60,500,1,1,0,1338,0
Postgraduate,Couple,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,31,343,1,2,3,27,0
Undergraduate,Couple,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,32,274,1,1,0,763,1
Graduate,Alone,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,63,345,0,1,0,1331,0
Graduate,Couple,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,58,302,2,0,2,525,0
Postgraduate,Couple,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,14,2,2,1,9,0
Graduate,Couple,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,52,83,1,1,0,953,1
Postgraduate,Alone,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,43,261,2,2,1,68,0
Postgraduate,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,43,268,2,2,3,131,0
Graduate,Couple,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,46,324,1,1,0,882,0
Undergraduate,Couple,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,36,663,0,1,0,1149,0
Graduate,Couple,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,287,1,3,3,37,0
Postgraduate,Alone,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,49,308,1,0,2,388,0
Graduate,Couple,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,28,499,0,1,0,1428,0
Postgraduate,Couple,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,56,402,0,1,0,1633,0
Postgraduate,Couple,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,39,403,1,3,3,173,0
Graduate,Alone,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,27,264,1,3,3,99,0
Graduate,Couple,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,55,471,1,0,2,215,0
Postgraduate,Couple,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,52,497,1,0,2,929,0
Graduate,Couple,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,40,101,1,0,3,219,0
Graduate,Couple,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,37,291,2,0,1,174,0
Graduate,Couple,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,36,566,2,2,1,92,0
Postgraduate,Couple,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,44,293,0,1,0,1052,0
Graduate,Couple,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,57,464,1,0,1,275,1
Undergraduate,Couple,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,59,695,1,0,2,587,0
Postgraduate,Alone,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,60,645,1,0,2,1662,0
Postgraduate,Couple,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,32,503,1,3,3,159,0
Postgraduate,Alone,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,61,391,0,1,0,1024,3
Postgraduate,Alone,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,46,67,1,2,3,35,0
Postgraduate,Couple,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,57,302,0,1,0,1042,0
Postgraduate,Couple,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,49,204,2,0,1,395,0
Postgraduate,Couple,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,39,655,0,1,0,557,3
Postgraduate,Couple,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,51,6,2,2,3,9,0
Graduate,Couple,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,24,356,0,3,3,69,0
Postgraduate,Couple,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,48,169,1,0,2,486,0
Graduate,Alone,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26,147,1,3,3,34,0
Undergraduate,Alone,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,19,649,0,1,0,1365,2
Graduate,Couple,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,39,406,1,3,3,13,0
Postgraduate,Couple,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,36,608,0,1,0,1401,0
Graduate,Couple,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,53,534,0,1,0,1574,0
Postgraduate,Alone,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,30,292,0,1,0,1323,0
Postgraduate,Alone,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,43,321,1,0,2,1217,2
Postgraduate,Alone,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,63,589,3,2,1,103,0
Postgraduate,Couple,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,38,360,0,3,3,84,0
Postgraduate,Couple,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,42,519,0,1,0,1536,0
Graduate,Couple,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,29,649,1,0,2,581,0
Postgraduate,Couple,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,48,599,1,1,0,928,0
Undergraduate,Alone,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,39,196,0,3,3,14,0
Graduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,326,1,1,0,424,0
Graduate,Couple,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,43,258,1,1,0,960,0
Graduate,Couple,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,32,597,0,1,0,1555,1
Graduate,Alone,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,41,630,2,0,2,656,1
Postgraduate,Couple,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,46,296,2,2,1,55,0
Graduate,Alone,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,30,49,1,3,3,20,0
Postgraduate,Couple,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,43,636,1,0,2,367,0
Undergraduate,Couple,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,37,111,0,1,0,2257,3
Postgraduate,Alone,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,47,120,1,2,3,42,0
Graduate,Alone,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,50,382,1,1,0,1049,0
Graduate,Alone,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,42,74,2,2,1,48,0
Postgraduate,Alone,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,66,543,1,0,2,685,0
Graduate,Alone,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,62,71,1,2,3,39,0
Undergraduate,Alone,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,27,142,0,3,3,43,0
Postgraduate,Alone,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,55,682,0,0,2,835,0
Graduate,Couple,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,56,159,0,1,0,1515,1
Postgraduate,Couple,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,63,495,1,1,0,1039,0
Graduate,Alone,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,39,349,1,1,0,1596,0
Postgraduate,Couple,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,30,622,0,1,0,1828,0
Postgraduate,Couple,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,45,60,1,2,3,34,1
Postgraduate,Alone,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,46,72,1,2,3,149,0
Postgraduate,Alone,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,45,406,1,1,0,946,1
Postgraduate,Alone,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,29,41,0,3,3,28,0
Graduate,Alone,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,30,603,1,0,2,450,0
Postgraduate,Couple,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,57,161,2,2,1,46,0
Postgraduate,Alone,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,43,234,0,1,0,1702,1
Graduate,Couple,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,39,293,2,0,1,820,0
Graduate,Couple,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,32,488,1,0,2,382,1
Postgraduate,Couple,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,667,0,1,0,2126,0
Postgraduate,Couple,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,25,58,0,1,0,2069,3
Graduate,Couple,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,29,518,1,3,3,72,0
Graduate,Alone,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,46,26,1,0,2,732,2
Graduate,Alone,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,40,34,0,1,0,801,0
Graduate,Alone,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,65,252,1,0,0,236,0
Undergraduate,Couple,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,658,1,3,3,80,1
